Date,QQQ,SPY,VIX
2018-08-23,172.01373291015625,253.68405151367188,12.40999984741211
2018-08-24,173.61207580566406,255.21090698242188,11.989999771118164
2018-08-27,175.3816680908203,257.2257385253906,12.15999984741211
2018-08-28,175.6385498046875,257.3502197265625,12.5
2018-08-29,177.66500854492188,258.73492431640625,12.25
2018-08-30,177.35107421875,257.68731689453125,13.529999732971191
2018-08-31,177.5794219970703,257.6962890625,12.859999656677246
2018-09-04,176.81834411621094,257.2524719238281,13.15999984741211
2018-09-05,174.53494262695312,256.56011962890625,13.90999984741211
2018-09-06,172.97463989257812,255.78782653808594,14.649999618530273
2018-09-07,172.30865478515625,255.29071044921875,14.880000114440918
2018-09-10,172.88900756835938,255.73458862304688,14.15999984741211
2018-09-11,174.22097778320312,256.5778503417969,13.220000267028809
2018-09-12,173.70718383789062,256.6400451660156,13.140000343322754
2018-09-13,175.56246948242188,258.1579284667969,12.369999885559082
2018-09-14,175.04869079589844,258.2023010253906,12.069999694824219
2018-09-17,172.52752685546875,256.835205078125,13.680000305175781
2018-09-18,173.95458984375,258.22894287109375,12.789999961853027
2018-09-19,173.82135009765625,258.50408935546875,11.75
2018-09-20,175.74322509765625,260.59893798828125,11.800000190734863
2018-09-21,174.7823028564453,260.3609313964844,11.680000305175781
2018-09-24,175.26837158203125,259.49591064453125,12.199999809265137
2018-09-25,175.50665283203125,259.255126953125,12.420000076293945
2018-09-26,175.6305389404297,258.4794616699219,12.890000343322754
2018-09-27,177.11744689941406,259.20166015625,12.40999984741211
2018-09-28,177.0792999267578,259.2283935546875,12.119999885559082
2018-10-01,177.44146728515625,260.1289367675781,12.0
2018-10-02,177.0411834716797,259.9774475097656,12.050000190734863
2018-10-03,177.23184204101562,260.1201477050781,11.609999656677246
2018-10-04,173.82916259765625,258.08709716796875,14.220000267028809
2018-10-05,171.70372009277344,256.6425476074219,14.819999694824219
2018-10-08,170.65530395507812,256.6425476074219,15.6899995803833
2018-10-09,171.20814514160156,256.2680358886719,15.949999809265137
2018-10-10,163.67849731445312,248.1537628173828,22.959999084472656
2018-10-11,161.64837646484375,242.68783569335938,24.979999542236328
2018-10-12,166.14707946777344,246.058349609375,21.309999465942383
2018-10-15,164.1360321044922,244.67626953125,21.299999237060547
2018-10-16,168.91111755371094,250.0262908935547,17.6200008392334
2018-10-17,168.97779846191406,250.07093811035156,17.399999618530273
2018-10-18,165.06048583984375,246.4595947265625,20.059999465942383
2018-10-19,164.9080047607422,246.32589721679688,19.889999389648438
2018-10-22,165.7563018798828,245.22021484375,19.639999389648438
2018-10-23,165.14633178710938,243.97183227539062,20.709999084472656
2018-10-24,157.58810424804688,236.57984924316406,25.229999542236328
2018-10-25,163.0399169921875,240.82415771484375,24.219999313354492
2018-10-26,158.84619140625,236.5886993408203,24.15999984741211
2018-10-29,155.57704162597656,235.27796936035156,24.700000762939453
2018-10-30,158.14093017578125,238.76446533203125,23.350000381469727
2018-10-31,161.8580322265625,241.3146514892578,21.229999542236328
2018-11-01,163.99305725097656,243.88265991210938,19.34000015258789
2018-11-02,161.438720703125,242.43812561035156,19.510000228881836
2018-11-05,161.03836059570312,243.77566528320312,19.959999084472656
2018-11-06,162.2583770751953,245.31822204589844,19.90999984741211
2018-11-07,167.3480224609375,250.57034301757812,16.360000610351562
2018-11-08,166.2804718017578,250.115478515625,16.719999313354492
2018-11-09,163.4783935546875,247.67234802246094,17.360000610351562
2018-11-12,158.5316619873047,243.04446411132812,20.450000762939453
2018-11-13,158.66514587402344,242.5897216796875,20.020000457763672
2018-11-14,157.45468139648438,240.93121337890625,21.25
2018-11-15,160.2091522216797,243.44578552246094,19.979999542236328
2018-11-16,159.6468048095703,244.0788116455078,18.139999389648438
2018-11-19,154.46188354492188,239.95034790039062,20.100000381469727
2018-11-20,151.69786071777344,235.5098114013672,22.479999542236328
2018-11-21,152.85110473632812,236.31228637695312,20.799999237060547
2018-11-23,151.74549865722656,234.73403930664062,21.520000457763672
2018-11-26,155.2529754638672,238.523681640625,18.899999618530273
2018-11-27,155.7771759033203,239.32618713378906,19.020000457763672
2018-11-28,160.7905731201172,244.8367462158203,18.489999771118164
2018-11-29,160.26632690429688,244.3016815185547,18.790000915527344
2018-11-30,161.4291534423828,245.7908477783203,18.06999969482422
2018-12-03,164.2504119873047,249.04550170898438,16.440000534057617
2018-12-04,157.95033264160156,240.9757537841797,20.739999771118164
2018-12-06,159.06541442871094,240.61019897460938,21.190000534057617
2018-12-07,153.81375122070312,235.01934814453125,23.229999542236328
2018-12-10,155.424560546875,235.46527099609375,22.639999389648438
2018-12-11,155.93923950195312,235.51873779296875,21.760000228881836
2018-12-12,157.3116912841797,236.70468139648438,21.459999084472656
2018-12-13,157.35935974121094,236.6243896484375,20.649999618530273
2018-12-14,153.52783203125,232.2552032470703,21.6299991607666
2018-12-17,150.04893493652344,227.6986846923828,24.520000457763672
2018-12-18,150.9925537109375,227.4490509033203,25.579999923706055
2018-12-19,147.2848663330078,224.0428009033203,25.579999923706055
2018-12-20,145.14991760253906,220.3958740234375,28.3799991607666
